2015-12-18	-0.020523	-0.001318	0.003483	-0.021182	-2.180000	35994200.000000
2015-12-17	-0.005338	0.006555	0.008990	-0.006180	-0.570000	21675700.000000
2015-12-16	0.021425	0.007843	0.024295	-0.003443	2.239998	22680500.000000
2015-12-15	-0.001051	0.006115	0.010892	-0.003631	-0.110001	21764300.000000
2015-12-14	0.024873	0.001665	0.025656	-0.006463	2.540001	24648100.000000
2015-12-11	-0.031303	-0.012047	-0.010245	-0.033295	-3.299995	26427700.000000
2015-12-10	0.007839	0.004302	0.017208	-0.001816	0.820000	17414500.000000
2015-12-09	-0.017748	-0.002911	-0.000469	-0.027608	-1.890000	23517300.000000
2015-12-08	0.008333	-0.015245	0.012309	-0.015718	0.879997	20401800.000000
2015-12-07	-0.005368	0.002825	0.006122	-0.014315	-0.569999	15474900.000000
2015-12-04	0.017245	0.004120	0.032094	-0.002587	1.800003	21224700.000000
2015-12-03	-0.015933	0.001886	0.007354	-0.025643	-1.690003	23236500.000000
2015-12-02	-0.009802	-0.001120	0.007468	-0.012416	-1.050003	24429100.000000
2015-12-01	0.027629	0.005660	0.027916	0.002494	2.880005	22781900.000000
2015-11-30	-0.011475	0.003698	0.006164	-0.016121	-1.209999	20383200.000000
2015-11-27	0.000379	0.003510	0.005218	-0.005218	0.039993	5913100.000000
2015-11-25	-0.003121	0.005580	0.008133	-0.006053	-0.329994	15150800.000000
2015-11-24	-0.011314	-0.008883	-0.004301	-0.023936	-1.209999	23577300.000000
2015-11-23	-0.003448	-0.001211	0.001398	-0.011554	-0.370003	19897200.000000
2015-11-20	0.009976	0.005458	0.015152	0.003388	1.059998	22129600.000000
2015-11-19	-0.014011	-0.003804	-0.000371	-0.016888	-1.509995	25520600.000000
2015-11-18	0.025112	0.006373	0.026158	0.002473	2.640000	23836500.000000
2015-11-17	0.010477	0.005575	0.020761	0.000961	1.089996	26807200.000000
2015-11-16	0.000866	-0.006061	0.002116	-0.033478	0.090004	49309200.000000
2015-11-13	-0.037678	-0.002870	0.002129	-0.038789	-4.070000	30278400.000000
2015-11-12	-0.009082	-0.004862	0.003486	-0.009265	-0.990005	20924700.000000
2015-11-11	0.010194	0.003336	0.018163	-0.007414	1.099998	25057100.000000
2015-11-10	0.013335	-0.004977	0.015588	-0.011738	1.420006	25031700.000000
2015-11-09	-0.005696	-0.000934	0.010738	-0.011578	-0.610000	26383500.000000
2015-11-06	-0.015263	-0.006620	-0.000184	-0.026204	-1.660004	35084300.000000
2015-11-05	0.046373	0.046758	0.064556	0.038580	4.820000	63232900.000000
2015-11-04	0.013258	0.005947	0.015208	-0.000975	1.360000	43469300.000000
2015-11-03	-0.007066	-0.000871	0.003291	-0.008808	-0.729996	21242300.000000
2015-11-02	0.013141	-0.002452	0.014710	-0.007747	1.339997	24003900.000000
2015-10-30	-0.027746	-0.003528	-0.001526	-0.030797	-2.909996	33487100.000000
2015-10-29	0.006526	-0.002303	0.008829	-0.006526	0.680000	20316700.000000
2015-10-28	0.004822	0.001929	0.007522	-0.007522	0.500000	24081500.000000
2015-10-27	-0.000675	-0.007998	0.003180	-0.013202	-0.070000	23795500.000000
2015-10-26	0.015461	0.000098	0.015853	-0.006263	1.579995	25961200.000000
2015-10-23	0.025283	0.022474	0.031905	0.004916	2.520004	42809700.000000
2015-10-22	0.026362	0.007002	0.026980	0.004531	2.559997	26392100.000000
2015-10-21	0.001134	0.003814	0.012165	-0.005464	0.110001	21917800.000000
2015-10-20	-0.014928	0.002640	0.011374	-0.019397	-1.470001	30700500.000000
2015-10-19	0.009535	-0.003691	0.010560	-0.006356	0.930000	23729900.000000
2015-10-16	0.016465	0.002293	0.016986	-0.006357	1.580002	25412900.000000
2015-10-15	0.020091	0.009780	0.023706	0.008823	1.889999	27557500.000000
2015-10-14	-0.000531	-0.000425	0.011475	-0.005419	-0.050003	19253400.000000
2015-10-13	-0.001485	-0.006365	0.011776	-0.007532	-0.139999	19480300.000000
2015-10-12	0.010940	0.000858	0.014586	-0.006113	1.020004	18449600.000000
2015-10-09	0.008327	0.004650	0.013734	-0.002487	0.769997	20012900.000000
2015-10-08	0.000758	-0.005520	0.008874	-0.020887	0.069999	27290500.000000
2015-10-07	-0.004310	0.003340	0.009267	-0.015409	-0.400001	24129300.000000
2015-10-06	-0.012871	0.000745	0.001702	-0.017764	-1.209999	22172800.000000
2015-10-05	0.021071	0.009449	0.023895	0.006408	1.940002	27292500.000000
2015-10-02	0.012314	-0.022540	0.013744	-0.028367	1.120003	37881700.000000
2015-10-01	0.011680	0.001669	0.011680	-0.017130	1.049995	29283700.000000
2015-09-30	0.037268	0.020422	0.038652	0.015461	3.230004	36169100.000000
2015-09-29	-0.028472	-0.001233	0.009528	-0.039121	-2.540001	42281800.000000
2015-09-28	-0.038374	-0.007438	-0.005174	-0.049477	-3.559998	41199900.000000
2015-09-25	-0.017371	0.014617	0.015253	-0.024891	-1.640007	28961600.000000
2015-09-24	0.004682	-0.009684	0.008513	-0.018410	0.440003	29106000.000000
2015-09-23	0.010865	0.004733	0.014630	-0.001721	1.010002	21701400.000000
2015-09-22	-0.027106	-0.018629	-0.009105	-0.037991	-2.590004	36888900.000000
2015-09-21	0.012182	0.002331	0.022140	0.001271	1.150001	28790000.000000
2015-09-18	0.000636	-0.012084	0.009010	-0.013674	0.060006	62300000.000000
2015-09-17	0.009524	-0.000856	0.022044	-0.005885	0.889999	27841800.000000
2015-09-16	0.005920	0.000000	0.007535	-0.002906	0.549995	16321200.000000
2015-09-15	0.006392	0.000650	0.010183	-0.005633	0.590004	18859400.000000
2015-09-14	0.002824	0.002824	0.006192	-0.004889	0.259995	20127900.000000
2015-09-11	0.000761	-0.003262	0.001087	-0.009241	0.070000	21185000.000000
2015-09-10	0.017028	-0.004091	0.017912	-0.008956	1.540001	26437400.000000
2015-09-09	0.010164	0.013962	0.027365	0.007148	0.910003	32551100.000000
2015-09-08	0.014389	0.016202	0.022434	0.006458	1.269997	27012500.000000
2015-09-04	0.001248	-0.010777	0.002723	-0.016449	0.110000	27328700.000000
2015-09-03	-0.019357	-0.001446	-0.000779	-0.024029	-1.739997	27048200.000000
2015-09-02	0.030494	0.018113	0.030494	0.004586	2.659996	27190500.000000
2015-09-01	-0.024600	-0.028849	-0.000447	-0.032763	-2.199997	36097400.000000
2015-08-31	-0.017361	-0.004505	0.000440	-0.023294	-1.580002	32850700.000000
2015-08-28	0.014265	0.001672	0.019503	0.000669	1.279999	33215900.000000
2015-08-27	0.029132	0.021906	0.032917	0.000000	2.540001	42431400.000000
2015-08-26	0.050482	0.035542	0.053735	0.003133	4.190002	45124300.000000
